Bill_ID,DateTime,Item,SKU,Quantity,Unit_Price,Total_Amount,Payment_Type
BILL00337,2024-02-03 04:56:00,Blueberry Muffin,SKU010,1,140,140,Wallet
BILL00338,2024-02-25 11:47:00,Frappuccino,SKU008,1,250,250,Wallet
BILL00339,2024-01-04 17:33:00,Caffè Latte,SKU001,3,180,540,UPI
BILL00340,2024-02-18 02:31:00,Cappuccino,SKU002,4,170,680,Wallet
BILL00341,2024-01-28 01:55:00,Blueberry Muffin,SKU010,4,140,560,Cash
BILL00342,2024-02-26 20:27:00,Cold Brew,SKU006,4,200,800,Card
BILL00343,2024-03-03 05:39:00,Iced Americano,SKU007,3,160,480,Wallet
BILL00344,2024-03-24 19:08:00,Cold Brew,SKU006,3,200,600,Card
BILL00345,2024-01-23 19:28:00,Croissant,SKU009,1,120,120,Wallet
BILL00346,2024-01-10 13:33:00,Espresso,SKU003,4,150,600,Cash
BILL00347,2024-03-27 06:38:00,Caffè Latte,SKU001,4,180,720,UPI
BILL00348,2024-01-06 02:47:00,Blueberry Muffin,SKU010,3,140,420,Card
BILL00349,2024-01-15 21:08:00,Mocha,SKU005,3,210,630,Card
BILL00350,2024-02-24 12:06:00,Iced Americano,SKU007,1,160,160,Card
BILL00351,2024-02-13 14:46:00,Iced Americano,SKU007,1,160,160,Card
BILL00352,2024-03-16 23:26:00,Cold Brew,SKU006,1,200,200,Cash
BILL00353,2024-03-26 18:33:00,Frappuccino,SKU008,2,250,500,Card
BILL00354,2024-01-08 14:28:00,Iced Americano,SKU007,3,160,480,Card
BILL00355,2024-02-07 12:15:00,Iced Americano,SKU007,2,160,320,Cash
BILL00356,2024-01-03 11:24:00,Mocha,SKU005,3,210,630,Card
BILL00357,2024-03-16 15:36:00,Caffè Latte,SKU001,3,180,540,Cash
BILL00358,2024-01-05 09:51:00,Frappuccino,SKU008,3,250,750,Card
BILL00359,2024-01-11 23:53:00,Cappuccino,SKU002,1,170,170,UPI
BILL00360,2024-01-14 18:45:00,Espresso,SKU003,1,150,150,Card
BILL00361,2024-01-11 00:22:00,Frappuccino,SKU008,2,250,500,Cash
BILL00362,2024-03-01 14:48:00,Croissant,SKU009,3,120,360,UPI
BILL00363,2024-01-12 03:19:00,Blueberry Muffin,SKU010,1,140,140,Wallet
BILL00364,2024-02-09 00:38:00,Mocha,SKU005,3,210,630,Wallet
BILL00365,2024-03-09 23:42:00,Blueberry Muffin,SKU010,2,140,280,Card
BILL00366,2024-03-02 20:09:00,Croissant,SKU009,2,120,240,UPI
BILL00367,2024-01-08 05:03:00,Espresso,SKU003,3,150,450,Cash
BILL00368,2024-03-26 00:47:00,Espresso,SKU003,1,150,150,Card
BILL00369,2024-02-06 18:26:00,Cold Brew,SKU006,2,200,400,UPI
BILL00370,2024-03-20 01:34:00,Mocha,SKU005,3,210,630,UPI
BILL00371,2024-02-19 05:55:00,Cappuccino,SKU002,3,170,510,Card
BILL00372,2024-01-04 18:11:00,Iced Americano,SKU007,2,160,320,Cash
BILL00373,2024-03-10 19:11:00,Blueberry Muffin,SKU010,3,140,420,Card
BILL00374,2024-01-29 03:39:00,Cold Brew,SKU006,2,200,400,UPI
BILL00375,2024-02-07 10:17:00,Cappuccino,SKU002,3,170,510,UPI
BILL00376,2024-03-03 05:48:00,Espresso,SKU003,4,150,600,Card
BILL00377,2024-03-11 09:22:00,Espresso,SKU003,3,150,450,Card
BILL00378,2024-03-13 05:12:00,Caffè Latte,SKU001,1,180,180,Cash
BILL00379,2024-03-01 07:03:00,Caffè Latte,SKU001,1,180,180,UPI
BILL00380,2024-03-25 11:00:00,Frappuccino,SKU008,3,250,750,Cash
BILL00381,2024-02-15 17:10:00,Blueberry Muffin,SKU010,1,140,140,UPI
BILL00382,2024-03-16 03:25:00,Blueberry Muffin,SKU010,3,140,420,Cash
BILL00383,2024-03-16 04:53:00,Iced Americano,SKU007,3,160,480,Card
BILL00384,2024-02-28 18:42:00,Iced Americano,SKU007,4,160,640,Card
BILL00385,2024-02-17 04:21:00,Caramel Macchiato,SKU004,1,220,220,UPI
BILL00386,2024-01-13 22:42:00,Caramel Macchiato,SKU004,3,220,660,Card
BILL00387,2024-02-12 00:43:00,Cold Brew,SKU006,2,200,400,UPI
BILL00388,2024-01-10 19:07:00,Cappuccino,SKU002,4,170,680,Card
BILL00389,2024-03-25 05:17:00,Cold Brew,SKU006,3,200,600,Wallet
BILL00390,2024-03-05 00:30:00,Cold Brew,SKU006,2,200,400,UPI
BILL00391,2024-02-14 20:32:00,Caffè Latte,SKU001,1,180,180,Card
BILL00392,2024-01-12 23:22:00,Croissant,SKU009,1,120,120,Card
BILL00393,2024-03-22 02:16:00,Iced Americano,SKU007,2,160,320,UPI
BILL00394,2024-02-14 07:31:00,Frappuccino,SKU008,3,250,750,UPI
BILL00395,2024-03-01 11:11:00,Caffè Latte,SKU001,1,180,180,Wallet
BILL00396,2024-03-02 20:10:00,Iced Americano,SKU007,1,160,160,Wallet
BILL00397,2024-03-20 03:28:00,Cold Brew,SKU006,4,200,800,UPI
BILL00398,2024-02-21 10:30:00,Caffè Latte,SKU001,4,180,720,Card
BILL00399,2024-02-06 18:46:00,Espresso,SKU003,3,150,450,Card
BILL00400,2024-03-22 15:51:00,Caffè Latte,SKU001,1,180,180,Card
BILL00401,2024-03-07 10:50:00,Iced Americano,SKU007,3,160,480,Cash
BILL00402,2024-02-25 04:01:00,Croissant,SKU009,2,120,240,Wallet
BILL00403,2024-01-29 13:43:00,Croissant,SKU009,4,120,480,Card
BILL00404,2024-03-15 11:04:00,Espresso,SKU003,2,150,300,Wallet
BILL00405,2024-01-28 02:25:00,Croissant,SKU009,2,120,240,Cash
BILL00406,2024-02-07 11:32:00,Cappuccino,SKU002,3,170,510,UPI
BILL00407,2024-03-27 16:40:00,Frappuccino,SKU008,4,250,1000,Cash
BILL00408,2024-02-08 05:09:00,Caffè Latte,SKU001,3,180,540,UPI
BILL00409,2024-03-12 04:27:00,Caramel Macchiato,SKU004,4,220,880,UPI
BILL00410,2024-03-19 18:12:00,Croissant,SKU009,1,120,120,UPI
BILL00411,2024-03-22 21:25:00,Caffè Latte,SKU001,4,180,720,Wallet
BILL00412,2024-03-26 13:40:00,Espresso,SKU003,3,150,450,Card
BILL00413,2024-03-10 21:33:00,Iced Americano,SKU007,4,160,640,Card
BILL00414,2024-03-12 13:17:00,Frappuccino,SKU008,3,250,750,UPI
BILL00415,2024-03-02 16:57:00,Mocha,SKU005,3,210,630,Wallet
BILL00416,2024-02-01 02:02:00,Iced Americano,SKU007,3,160,480,UPI
BILL00417,2024-02-24 22:44:00,Blueberry Muffin,SKU010,3,140,420,UPI
BILL00418,2024-03-21 23:06:00,Espresso,SKU003,4,150,600,Card
BILL00419,2024-02-28 10:12:00,Croissant,SKU009,1,120,120,Cash
BILL00420,2024-01-15 19:29:00,Croissant,SKU009,4,120,480,Wallet
BILL00421,2024-03-01 07:21:00,Caramel Macchiato,SKU004,3,220,660,Cash
BILL00422,2024-02-29 07:03:00,Cold Brew,SKU006,2,200,400,Cash
BILL00423,2024-02-10 06:46:00,Iced Americano,SKU007,4,160,640,Wallet
BILL00424,2024-03-10 13:52:00,Frappuccino,SKU008,1,250,250,Card
BILL00425,2024-03-26 10:51:00,Croissant,SKU009,3,120,360,Cash
BILL00426,2024-01-15 18:32:00,Espresso,SKU003,4,150,600,Card
BILL00427,2024-02-25 09:24:00,Frappuccino,SKU008,1,250,250,Cash
BILL00428,2024-02-07 16:41:00,Caffè Latte,SKU001,2,180,360,Card
BILL00429,2024-03-17 02:26:00,Caffè Latte,SKU001,2,180,360,Wallet
BILL00430,2024-02-02 19:51:00,Caffè Latte,SKU001,3,180,540,UPI
BILL00431,2024-01-19 08:57:00,Caffè Latte,SKU001,2,180,360,UPI
BILL00432,2024-02-29 20:51:00,Cold Brew,SKU006,2,200,400,Cash
BILL00433,2024-03-11 10:55:00,Caffè Latte,SKU001,3,180,540,Wallet
BILL00434,2024-02-19 23:25:00,Caffè Latte,SKU001,3,180,540,Cash
BILL00435,2024-02-25 16:41:00,Cold Brew,SKU006,4,200,800,UPI
BILL00436,2024-03-17 13:03:00,Espresso,SKU003,2,150,300,UPI
BILL00437,2024-02-24 07:56:00,Croissant,SKU009,3,120,360,Cash
BILL00438,2024-01-24 22:35:00,Iced Americano,SKU007,2,160,320,Wallet
BILL00439,2024-01-01 13:53:00,Mocha,SKU005,2,210,420,Card
BILL00440,2024-01-21 02:29:00,Cold Brew,SKU006,1,200,200,Cash
BILL00441,2024-03-18 13:25:00,Cappuccino,SKU002,2,170,340,UPI
BILL00442,2024-03-30 05:48:00,Caffè Latte,SKU001,3,180,540,Wallet
BILL00443,2024-02-13 20:31:00,Frappuccino,SKU008,1,250,250,Wallet
BILL00444,2024-01-25 19:09:00,Cappuccino,SKU002,2,170,340,Card
BILL00445,2024-03-17 10:51:00,Caffè Latte,SKU001,3,180,540,Card
BILL00446,2024-03-23 02:04:00,Blueberry Muffin,SKU010,1,140,140,Wallet
BILL00447,2024-01-18 10:09:00,Cold Brew,SKU006,3,200,600,Card
BILL00448,2024-01-11 22:11:00,Caramel Macchiato,SKU004,3,220,660,Wallet
BILL00449,2024-01-10 07:45:00,Frappuccino,SKU008,2,250,500,UPI
BILL00450,2024-01-19 08:27:00,Mocha,SKU005,2,210,420,Card
BILL00451,2024-02-13 20:53:00,Cappuccino,SKU002,4,170,680,Wallet
BILL00452,2024-02-21 12:29:00,Cold Brew,SKU006,1,200,200,Wallet
BILL00453,2024-03-04 05:44:00,Cappuccino,SKU002,2,170,340,UPI
BILL00454,2024-02-08 14:11:00,Caramel Macchiato,SKU004,2,220,440,Card
BILL00455,2024-01-03 18:08:00,Espresso,SKU003,2,150,300,UPI
BILL00456,2024-02-14 04:33:00,Caramel Macchiato,SKU004,3,220,660,Card
BILL00457,2024-03-19 03:43:00,Frappuccino,SKU008,3,250,750,Cash
BILL00458,2024-01-27 20:45:00,Caramel Macchiato,SKU004,4,220,880,Wallet
BILL00459,2024-03-27 14:31:00,Blueberry Muffin,SKU010,4,140,560,Wallet
BILL00460,2024-01-28 12:35:00,Caffè Latte,SKU001,3,180,540,Cash
BILL00461,2024-03-21 06:51:00,Croissant,SKU009,2,120,240,Cash
BILL00462,2024-03-22 12:29:00,Caramel Macchiato,SKU004,3,220,660,Card
BILL00463,2024-01-07 08:21:00,Espresso,SKU003,1,150,150,Cash
BILL00464,2024-02-16 10:35:00,Blueberry Muffin,SKU010,2,140,280,Card
BILL00465,2024-02-11 23:10:00,Frappuccino,SKU008,3,250,750,UPI
BILL00466,2024-02-12 04:18:00,Cappuccino,SKU002,4,170,680,Card
BILL00467,2024-02-26 18:47:00,Cappuccino,SKU002,3,170,510,UPI
BILL00468,2024-01-25 07:17:00,Croissant,SKU009,4,120,480,UPI
BILL00469,2024-03-05 19:22:00,Frappuccino,SKU008,2,250,500,Card
BILL00470,2024-01-21 10:52:00,Croissant,SKU009,1,120,120,Wallet
BILL00471,2024-01-03 12:51:00,Cold Brew,SKU006,3,200,600,Cash
BILL00472,2024-02-07 07:25:00,Cold Brew,SKU006,1,200,200,Card
BILL00473,2024-02-10 23:33:00,Cold Brew,SKU006,1,200,200,Wallet
BILL00474,2024-03-21 22:32:00,Cappuccino,SKU002,1,170,170,Card
BILL00475,2024-02-14 07:54:00,Blueberry Muffin,SKU010,3,140,420,Wallet
BILL00476,2024-03-01 22:07:00,Cappuccino,SKU002,2,170,340,UPI
BILL00477,2024-03-27 20:12:00,Frappuccino,SKU008,4,250,1000,Card
BILL00478,2024-01-21 06:56:00,Frappuccino,SKU008,1,250,250,Cash
BILL00479,2024-03-20 07:37:00,Espresso,SKU003,1,150,150,Wallet
BILL00480,2024-02-27 00:46:00,Cappuccino,SKU002,3,170,510,Wallet
BILL00481,2024-03-25 13:11:00,Espresso,SKU003,1,150,150,Card
BILL00482,2024-02-08 18:15:00,Cappuccino,SKU002,4,170,680,Card
BILL00483,2024-03-05 05:41:00,Blueberry Muffin,SKU010,4,140,560,UPI
BILL00484,2024-03-09 02:29:00,Cappuccino,SKU002,1,170,170,Cash
BILL00485,2024-03-15 00:34:00,Blueberry Muffin,SKU010,4,140,560,Cash
BILL00486,2024-02-27 13:27:00,Espresso,SKU003,1,150,150,UPI
BILL00487,2024-03-01 20:00:00,Cappuccino,SKU002,1,170,170,Card
BILL00488,2024-03-28 01:12:00,Iced Americano,SKU007,2,160,320,Cash
BILL00489,2024-01-04 20:16:00,Caramel Macchiato,SKU004,4,220,880,UPI
BILL00490,2024-03-14 02:46:00,Frappuccino,SKU008,4,250,1000,Wallet
BILL00491,2024-03-02 04:48:00,Espresso,SKU003,2,150,300,Card
BILL00492,2024-02-16 07:51:00,Cold Brew,SKU006,4,200,800,Cash
BILL00493,2024-03-04 04:08:00,Cappuccino,SKU002,1,170,170,Wallet
BILL00494,2024-02-06 13:22:00,Caffè Latte,SKU001,4,180,720,Card
BILL00495,2024-02-24 22:42:00,Espresso,SKU003,3,150,450,UPI
BILL00496,2024-03-05 20:30:00,Caramel Macchiato,SKU004,2,220,440,Card
BILL00497,2024-02-18 00:21:00,Cold Brew,SKU006,1,200,200,Wallet
BILL00498,2024-02-12 10:08:00,Cold Brew,SKU006,4,200,800,Wallet
BILL00499,2024-02-17 11:35:00,Mocha,SKU005,2,210,420,Wallet
BILL00500,2024-02-01 02:17:00,Caramel Macchiato,SKU004,1,220,220,Card
BILL00501,2024-01-11 17:05:00,Iced Americano,SKU007,4,160,640,Cash
BILL00502,2024-03-24 23:27:00,Frappuccino,SKU008,3,250,750,Card
BILL00503,2024-01-12 05:00:00,Croissant,SKU009,4,120,480,Wallet
BILL00504,2024-02-22 21:28:00,Caramel Macchiato,SKU004,2,220,440,UPI
BILL00505,2024-03-13 14:34:00,Croissant,SKU009,4,120,480,Card
BILL00506,2024-02-26 07:10:00,Caffè Latte,SKU001,2,180,360,UPI
BILL00507,2024-02-02 17:56:00,Caramel Macchiato,SKU004,3,220,660,Card
BILL00508,2024-03-02 13:29:00,Frappuccino,SKU008,4,250,1000,Card
BILL00509,2024-02-15 08:45:00,Caramel Macchiato,SKU004,4,220,880,Card
BILL00510,2024-01-15 19:01:00,Blueberry Muffin,SKU010,2,140,280,Cash
BILL00511,2024-02-01 10:43:00,Mocha,SKU005,2,210,420,UPI
BILL00512,2024-01-08 12:12:00,Croissant,SKU009,1,120,120,UPI
BILL00513,2024-01-22 05:21:00,Blueberry Muffin,SKU010,3,140,420,Card
BILL00514,2024-01-09 05:54:00,Caffè Latte,SKU001,1,180,180,Card
BILL00515,2024-03-06 15:26:00,Frappuccino,SKU008,2,250,500,Cash
BILL00516,2024-03-10 06:43:00,Iced Americano,SKU007,3,160,480,Card
BILL00517,2024-03-09 18:08:00,Caramel Macchiato,SKU004,3,220,660,Wallet
BILL00518,2024-02-22 21:51:00,Cold Brew,SKU006,2,200,400,Wallet
BILL00519,2024-02-11 04:16:00,Mocha,SKU005,3,210,630,Wallet
BILL00520,2024-02-10 17:07:00,Cold Brew,SKU006,2,200,400,Cash
BILL00521,2024-03-14 08:19:00,Caffè Latte,SKU001,4,180,720,Card
BILL00522,2024-01-08 19:53:00,Mocha,SKU005,4,210,840,Wallet
BILL00523,2024-03-21 11:32:00,Croissant,SKU009,2,120,240,UPI
BILL00524,2024-02-27 03:15:00,Cold Brew,SKU006,4,200,800,Cash
BILL00525,2024-01-29 08:43:00,Croissant,SKU009,3,120,360,Cash
BILL00526,2024-03-19 18:07:00,Blueberry Muffin,SKU010,1,140,140,Wallet
BILL00527,2024-02-13 19:34:00,Espresso,SKU003,4,150,600,Card
BILL00528,2024-03-13 14:04:00,Frappuccino,SKU008,1,250,250,Wallet
BILL00529,2024-03-23 00:31:00,Espresso,SKU003,4,150,600,Card
BILL00530,2024-01-09 20:44:00,Mocha,SKU005,2,210,420,Card
BILL00531,2024-01-03 01:46:00,Croissant,SKU009,2,120,240,Card
BILL00532,2024-01-19 15:38:00,Caffè Latte,SKU001,2,180,360,UPI
BILL00533,2024-03-04 09:36:00,Frappuccino,SKU008,4,250,1000,Wallet
BILL00534,2024-03-18 01:11:00,Cappuccino,SKU002,1,170,170,Card
BILL00535,2024-01-12 23:57:00,Cappuccino,SKU002,3,170,510,Wallet
BILL00536,2024-01-06 12:41:00,Blueberry Muffin,SKU010,1,140,140,Cash
BILL00537,2024-03-05 08:11:00,Caramel Macchiato,SKU004,3,220,660,Wallet
BILL00538,2024-01-22 06:58:00,Croissant,SKU009,4,120,480,Card
BILL00539,2024-01-14 06:11:00,Frappuccino,SKU008,4,250,1000,Card
BILL00540,2024-03-10 15:10:00,Caffè Latte,SKU001,3,180,540,Card
BILL00541,2024-03-14 02:58:00,Cappuccino,SKU002,4,170,680,Cash
BILL00542,2024-01-07 17:08:00,Cold Brew,SKU006,1,200,200,UPI
BILL00543,2024-02-18 03:23:00,Cappuccino,SKU002,1,170,170,Wallet
BILL00544,2024-01-25 15:36:00,Caramel Macchiato,SKU004,4,220,880,Cash
BILL00545,2024-03-02 12:20:00,Cold Brew,SKU006,1,200,200,UPI
BILL00546,2024-03-16 12:55:00,Espresso,SKU003,3,150,450,Card
BILL00547,2024-03-08 04:39:00,Iced Americano,SKU007,2,160,320,Wallet
BILL00548,2024-01-18 08:25:00,Iced Americano,SKU007,2,160,320,Wallet
BILL00549,2024-03-12 06:55:00,Caramel Macchiato,SKU004,2,220,440,Card
BILL00550,2024-03-17 15:31:00,Caffè Latte,SKU001,4,180,720,Cash
BILL00551,2024-03-27 18:44:00,Blueberry Muffin,SKU010,2,140,280,Card
BILL00552,2024-03-14 21:29:00,Mocha,SKU005,1,210,210,Wallet
BILL00553,2024-01-04 15:43:00,Croissant,SKU009,2,120,240,Card
BILL00554,2024-01-22 19:38:00,Iced Americano,SKU007,2,160,320,UPI
BILL00555,2024-02-16 06:24:00,Cold Brew,SKU006,2,200,400,Card
BILL00556,2024-03-01 20:59:00,Cold Brew,SKU006,3,200,600,Cash
BILL00557,2024-02-25 12:52:00,Blueberry Muffin,SKU010,4,140,560,Wallet
BILL00558,2024-03-05 08:35:00,Mocha,SKU005,1,210,210,Cash
BILL00559,2024-01-30 01:48:00,Caramel Macchiato,SKU004,4,220,880,Wallet
BILL00560,2024-02-01 09:10:00,Croissant,SKU009,2,120,240,Cash
BILL00561,2024-02-19 19:10:00,Croissant,SKU009,3,120,360,Wallet
BILL00562,2024-01-06 02:05:00,Mocha,SKU005,3,210,630,Wallet
BILL00563,2024-03-28 04:37:00,Mocha,SKU005,4,210,840,Card
BILL00564,2024-02-11 02:33:00,Espresso,SKU003,1,150,150,Cash
BILL00565,2024-02-18 20:39:00,Cold Brew,SKU006,4,200,800,Cash
BILL00566,2024-03-22 21:37:00,Mocha,SKU005,4,210,840,Card
BILL00567,2024-02-25 06:04:00,Mocha,SKU005,3,210,630,Card
BILL00568,2024-01-24 15:23:00,Caramel Macchiato,SKU004,3,220,660,Wallet
BILL00569,2024-01-14 10:23:00,Croissant,SKU009,3,120,360,UPI
BILL00570,2024-03-15 00:03:00,Cappuccino,SKU002,3,170,510,Cash
BILL00571,2024-03-18 18:41:00,Caffè Latte,SKU001,1,180,180,Card
BILL00572,2024-03-10 20:10:00,Cold Brew,SKU006,2,200,400,UPI
BILL00573,2024-01-07 20:54:00,Caramel Macchiato,SKU004,1,220,220,Cash
BILL00574,2024-01-17 05:23:00,Caramel Macchiato,SKU004,4,220,880,Card
BILL00575,2024-01-20 07:17:00,Croissant,SKU009,2,120,240,Card
BILL00576,2024-02-25 22:51:00,Cappuccino,SKU002,4,170,680,UPI
BILL00577,2024-01-07 00:05:00,Espresso,SKU003,3,150,450,Cash
BILL00578,2024-03-25 17:06:00,Croissant,SKU009,4,120,480,Wallet
BILL00579,2024-02-08 01:51:00,Espresso,SKU003,2,150,300,Wallet
BILL00580,2024-03-15 20:45:00,Croissant,SKU009,1,120,120,UPI
BILL00581,2024-01-03 08:19:00,Caramel Macchiato,SKU004,2,220,440,Card
BILL00582,2024-02-25 04:12:00,Mocha,SKU005,1,210,210,Card
BILL00583,2024-03-05 18:08:00,Frappuccino,SKU008,4,250,1000,Card
BILL00584,2024-01-04 05:20:00,Blueberry Muffin,SKU010,2,140,280,Card
BILL00585,2024-01-23 00:39:00,Mocha,SKU005,1,210,210,Card
BILL00586,2024-02-16 15:07:00,Caramel Macchiato,SKU004,3,220,660,Wallet
BILL00587,2024-02-21 09:47:00,Caffè Latte,SKU001,4,180,720,Wallet
BILL00588,2024-02-24 20:14:00,Caffè Latte,SKU001,1,180,180,Card
BILL00589,2024-03-05 17:43:00,Caramel Macchiato,SKU004,4,220,880,UPI
BILL00590,2024-01-04 04:48:00,Iced Americano,SKU007,2,160,320,Wallet
BILL00591,2024-01-06 21:55:00,Caffè Latte,SKU001,2,180,360,Wallet
BILL00592,2024-02-12 03:15:00,Caffè Latte,SKU001,4,180,720,Wallet
BILL00593,2024-03-20 12:07:00,Iced Americano,SKU007,4,160,640,Card
BILL00594,2024-01-30 13:26:00,Espresso,SKU003,2,150,300,Card
BILL00595,2024-03-26 13:32:00,Espresso,SKU003,2,150,300,Cash
BILL00596,2024-01-25 08:41:00,Blueberry Muffin,SKU010,3,140,420,Wallet
BILL00597,2024-03-28 01:50:00,Croissant,SKU009,1,120,120,Card
BILL00598,2024-01-16 01:35:00,Espresso,SKU003,1,150,150,Card
BILL00599,2024-01-27 18:55:00,Caramel Macchiato,SKU004,3,220,660,UPI
BILL00600,2024-03-14 23:01:00,Blueberry Muffin,SKU010,4,140,560,Card
BILL00601,2024-03-11 14:14:00,Caffè Latte,SKU001,4,180,720,Wallet
BILL00602,2024-01-22 06:51:00,Caffè Latte,SKU001,3,180,540,Wallet
BILL00603,2024-03-27 06:23:00,Caramel Macchiato,SKU004,4,220,880,Wallet
BILL00604,2024-01-24 04:27:00,Espresso,SKU003,4,150,600,Cash
BILL00605,2024-03-09 00:31:00,Espresso,SKU003,3,150,450,Card
BILL00606,2024-02-23 21:04:00,Espresso,SKU003,3,150,450,Cash
BILL00607,2024-02-24 15:58:00,Blueberry Muffin,SKU010,2,140,280,Card
BILL00608,2024-01-24 19:59:00,Cappuccino,SKU002,4,170,680,Wallet
BILL00609,2024-02-10 17:34:00,Iced Americano,SKU007,4,160,640,Cash
BILL00610,2024-02-02 14:03:00,Iced Americano,SKU007,1,160,160,Cash
BILL00611,2024-03-28 09:16:00,Espresso,SKU003,2,150,300,Card
BILL00612,2024-02-11 00:28:00,Cappuccino,SKU002,2,170,340,Wallet
BILL00613,2024-02-07 00:20:00,Frappuccino,SKU008,2,250,500,Card
BILL00614,2024-03-28 14:41:00,Blueberry Muffin,SKU010,2,140,280,Card
BILL00615,2024-03-24 10:42:00,Mocha,SKU005,3,210,630,Card
BILL00616,2024-03-06 22:48:00,Espresso,SKU003,3,150,450,Wallet
BILL00617,2024-01-13 03:33:00,Croissant,SKU009,1,120,120,Cash
BILL00618,2024-02-10 23:24:00,Croissant,SKU009,3,120,360,UPI
BILL00619,2024-03-06 18:30:00,Caffè Latte,SKU001,3,180,540,Cash
BILL00620,2024-02-06 08:51:00,Blueberry Muffin,SKU010,4,140,560,Cash
BILL00621,2024-03-27 10:05:00,Frappuccino,SKU008,2,250,500,Cash
BILL00622,2024-02-04 03:21:00,Croissant,SKU009,3,120,360,Card
BILL00623,2024-02-13 02:41:00,Blueberry Muffin,SKU010,3,140,420,Wallet
BILL00624,2024-02-03 19:04:00,Blueberry Muffin,SKU010,1,140,140,UPI
BILL00625,2024-01-15 05:59:00,Croissant,SKU009,1,120,120,Wallet
BILL00626,2024-03-23 11:05:00,Caramel Macchiato,SKU004,4,220,880,Cash
BILL00627,2024-03-03 17:15:00,Cappuccino,SKU002,1,170,170,UPI
BILL00628,2024-03-19 15:32:00,Croissant,SKU009,1,120,120,Card
BILL00629,2024-01-09 21:17:00,Frappuccino,SKU008,2,250,500,Cash
BILL00630,2024-03-11 14:14:00,Espresso,SKU003,4,150,600,Wallet
BILL00631,2024-02-20 12:41:00,Caffè Latte,SKU001,3,180,540,Wallet
BILL00632,2024-03-17 10:47:00,Frappuccino,SKU008,4,250,1000,Cash
BILL00633,2024-03-24 03:51:00,Croissant,SKU009,2,120,240,Cash
BILL00634,2024-02-18 08:59:00,Frappuccino,SKU008,1,250,250,Card
BILL00635,2024-01-13 11:56:00,Mocha,SKU005,4,210,840,Card
BILL00636,2024-02-22 19:48:00,Cold Brew,SKU006,3,200,600,Wallet
BILL00637,2024-03-25 21:23:00,Cold Brew,SKU006,4,200,800,UPI
BILL00638,2024-03-17 21:39:00,Croissant,SKU009,1,120,120,Card
BILL00639,2024-03-30 00:47:00,Iced Americano,SKU007,3,160,480,Card
BILL00640,2024-01-08 09:59:00,Blueberry Muffin,SKU010,2,140,280,UPI
BILL00641,2024-03-29 00:04:00,Caffè Latte,SKU001,3,180,540,UPI
BILL00642,2024-01-21 09:32:00,Caffè Latte,SKU001,3,180,540,Wallet
BILL00643,2024-01-22 01:04:00,Mocha,SKU005,2,210,420,Cash
BILL00644,2024-01-08 10:32:00,Caramel Macchiato,SKU004,2,220,440,Cash
BILL00645,2024-03-28 03:29:00,Blueberry Muffin,SKU010,2,140,280,Wallet
BILL00646,2024-02-08 18:53:00,Caramel Macchiato,SKU004,4,220,880,Card
BILL00647,2024-02-17 04:26:00,Frappuccino,SKU008,1,250,250,UPI
BILL00648,2024-01-30 03:38:00,Frappuccino,SKU008,4,250,1000,Card
BILL00649,2024-03-08 12:45:00,Caramel Macchiato,SKU004,4,220,880,Card
BILL00650,2024-01-28 08:46:00,Caffè Latte,SKU001,3,180,540,UPI
BILL00651,2024-01-13 05:18:00,Blueberry Muffin,SKU010,4,140,560,Wallet
BILL00652,2024-03-04 19:56:00,Frappuccino,SKU008,1,250,250,UPI
BILL00653,2024-01-08 20:45:00,Frappuccino,SKU008,3,250,750,Card
BILL00654,2024-02-26 01:38:00,Blueberry Muffin,SKU010,4,140,560,Wallet
BILL00655,2024-01-04 13:41:00,Blueberry Muffin,SKU010,2,140,280,Wallet
BILL00656,2024-02-28 01:19:00,Iced Americano,SKU007,3,160,480,UPI
BILL00657,2024-01-20 15:46:00,Cappuccino,SKU002,3,170,510,Cash
BILL00658,2024-02-20 15:08:00,Croissant,SKU009,3,120,360,UPI
BILL00659,2024-02-25 06:10:00,Caffè Latte,SKU001,2,180,360,Card
BILL00660,2024-02-09 05:30:00,Mocha,SKU005,1,210,210,Wallet
BILL00661,2024-02-29 21:16:00,Croissant,SKU009,4,120,480,Wallet
BILL00662,2024-03-04 05:40:00,Iced Americano,SKU007,4,160,640,Cash
BILL00663,2024-03-26 11:52:00,Mocha,SKU005,4,210,840,Wallet
BILL00664,2024-01-20 13:20:00,Frappuccino,SKU008,4,250,1000,UPI
BILL00665,2024-01-23 23:09:00,Iced Americano,SKU007,2,160,320,UPI
BILL00666,2024-01-13 19:29:00,Frappuccino,SKU008,2,250,500,UPI
BILL00667,2024-02-26 13:47:00,Croissant,SKU009,1,120,120,UPI
BILL00668,2024-01-10 05:00:00,Frappuccino,SKU008,2,250,500,Cash
BILL00669,2024-03-22 17:44:00,Iced Americano,SKU007,4,160,640,Cash
BILL00670,2024-02-21 07:30:00,Cold Brew,SKU006,1,200,200,UPI
BILL00671,2024-03-13 11:20:00,Blueberry Muffin,SKU010,4,140,560,Card
BILL00672,2024-01-09 05:04:00,Espresso,SKU003,2,150,300,Cash
BILL00673,2024-01-03 18:49:00,Frappuccino,SKU008,2,250,500,Wallet
BILL00674,2024-03-13 15:07:00,Caffè Latte,SKU001,3,180,540,Cash
BILL00675,2024-02-13 05:06:00,Caramel Macchiato,SKU004,4,220,880,Card
